id,year_birth,education,marital_status,income,income_r$,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age
6637,1988,graduation,single,"R$ 66.951,00","6695100,00%",0,0,2013-02-11,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,37
3152,1957,graduation,together,"R$ 26.091,00","2609100,00%",1,1,,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,68
5610,1965,graduation,together,"R$ 33.456,00","3345600,00%",1,1,,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,60
6460,1982,graduation,married,"R$ 28.718,00","2871800,00%",1,0,,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,43
1349,1970,graduation,married,"R$ 50.447,00","5044700,00%",2,0,,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,55
1880,1959,phd,together,"R$ 53.537,00","5353700,00%",1,1,,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,66
641,1967,graduation,single,"R$ 52.074,00","5207400,00%",0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,58
8717,1975,phd,married,"R$ 80.427,00","8042700,00%",0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,50
10314,1948,phd,married,"R$ 83.837,00","8383700,00%",0,0,,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,77
10854,1970,phd,married,"R$ 38.853,00","3885300,00%",1,1,,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55
10492,1959,graduation,together,"R$ 38.285,00","3828500,00%",2,1,,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,66
6935,1951,2n cycle,married,"R$ 78.497,00","7849700,00%",0,0,2013-01-12,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,74
7698,1976,phd,married,"R$ 51.650,00","5165000,00%",0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,49
3559,1988,2n cycle,married,"R$ 16.248,00","1624800,00%",1,0,2014-10-05,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,37
10562,1946,master,married,"R$ 66.835,00","6683500,00%",0,0,,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,79
10796,1984,master,married,"R$ 30.477,00","3047700,00%",1,0,,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,41
2563,1961,basic,married,"R$ 28.249,00","2824900,00%",0,0,,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,64
3518,1983,graduation,married,"R$ 25.271,00","2527100,00%",1,0,2012-05-12,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,42
5823,1970,phd,single,"R$ 32.303,00","3230300,00%",0,1,2014-08-03,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55
3934,1966,graduation,married,"R$ 61.286,00","6128600,00%",0,1,2013-02-08,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,59
6982,1976,graduation,married,"R$ 74.068,00","7406800,00%",0,0,,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,49
6431,1964,phd,married,"R$ 45.759,00","4575900,00%",1,1,,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61
9733,1978,basic,together,"R$ 24.882,00","2488200,00%",1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,47
5602,1989,phd,together,"R$ 66.973,00","6697300,00%",0,0,,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,36
7829,1900,2n cycle,divorced,"R$ 36.640,00","3664000,00%",1,0,,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,125
1324,1988,graduation,married,"R$ 38.872,00","3887200,00%",1,0,,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,37
326,1973,graduation,married,"R$ 51.148,00","5114800,00%",1,1,,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,52
7224,1977,graduation,married,"R$ 31.353,00","3135300,00%",1,1,,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,48
6999,1980,master,married,"R$ 69.661,00","6966100,00%",0,0,,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,45
9938,1954,graduation,married,"R$ 80.067,00","8006700,00%",0,0,,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,71
6422,1954,graduation,married,"R$ 86.718,00","8671800,00%",0,0,,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,71
3182,1973,phd,single,"R$ 46.854,00","4685400,00%",1,1,,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,52
7300,1952,graduation,divorced,"R$ 69.142,00","6914200,00%",0,1,,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,73
10424,1968,graduation,single,"R$ 75.922,00","7592200,00%",0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,57
8727,1978,graduation,divorced,"R$ 63.693,00","6369300,00%",0,1,,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,47
2798,1977,phd,together,"R$ 102.160,00","10216000,00%",0,0,2012-02-11,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,48
1030,1965,phd,single,"R$ 40.637,00","4063700,00%",1,1,,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,60
624,1984,master,single,"R$ 18.890,00","1889000,00%",0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,41
5176,1988,graduation,together,"R$ 29.604,00","2960400,00%",1,0,2013-08-12,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,37
5552,1963,master,divorced,"R$ 48.721,00","4872100,00%",1,1,,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,62
868,1966,graduation,married,"R$ 44.794,00","4479400,00%",0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59
380,1954,graduation,divorced,"R$ 64.497,00","6449700,00%",0,1,2012-10-09,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,71
2677,1956,graduation,together,"R$ 46.097,00","4609700,00%",0,1,,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,69
6521,1954,graduation,together,"R$ 77.972,00","7797200,00%",0,0,,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,71
6927,1968,phd,married,"R$ 44.377,00","4437700,00%",1,1,2012-05-10,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,57
2877,1974,master,together,"R$ 46.014,00","4601400,00%",1,1,,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,51
0,1985,graduation,married,"R$ 70.951,00","7095100,00%",0,0,2013-04-05,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,40
1584,1977,graduation,married,"R$ 41.443,00","4144300,00%",1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,48
7264,1978,2n cycle,single,"R$ 52.195,00","5219500,00%",2,1,2014-12-05,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47
6274,1948,master,married,"R$ 83.790,00","8379000,00%",0,0,,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,77
1377,1954,master,widow,"R$ 44.551,00","4455100,00%",0,1,,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,71
454,1980,graduation,together,"R$ 69.508,00","6950800,00%",1,0,,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,45
1755,1988,2n cycle,together,"R$ 45.204,00","4520400,00%",1,0,2014-11-04,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,37
2075,1969,graduation,married,"R$ 72.460,00","7246000,00%",0,0,,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,56
4785,1970,phd,together,"R$ 77.622,00","7762200,00%",0,2,,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,55
9076,1980,phd,married,"R$ 30.732,00","3073200,00%",1,0,2013-05-01,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,45
7079,1962,graduation,divorced,"R$ 63.887,00","6388700,00%",0,1,2012-08-09,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,63
4653,1978,graduation,together,"R$ 42.011,00","4201100,00%",1,0,,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,47
7375,1976,graduation,together,"R$ 51.369,00","5136900,00%",0,1,,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,49
709,1952,graduation,divorced,"R$ 51.537,00","5153700,00%",0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,73
460,1972,phd,married,"R$ 79.930,00","7993000,00%",0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,53
3726,1986,phd,together,"R$ 34.320,00","3432000,00%",1,0,,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,39
6798,1966,graduation,single,"R$ 37.070,00","3707000,00%",1,1,,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,59
5341,1962,2n cycle,divorced,"R$ 81.975,00","8197500,00%",0,1,2013-05-01,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,63
1606,1971,graduation,together,"R$ 38.590,00","3859000,00%",1,0,,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,54
9617,1951,graduation,single,"R$ 15.033,00","1503300,00%",0,0,,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,74
3233,1965,phd,married,"R$ 62.745,00","6274500,00%",0,1,,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,60
89,1975,2n cycle,married,"R$ 22.212,00","2221200,00%",1,0,2013-09-12,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,50
2936,1982,master,together,"R$ 23.661,00","2366100,00%",1,0,2013-04-12,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43
9449,1958,phd,single,"R$ 79.761,00","7976100,00%",0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,67
7297,1973,graduation,single,"R$ 7.500,00","750000,00%",1,0,,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,52
11004,1893,2n cycle,single,"R$ 60.182,00","6018200,00%",0,1,,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,132
313,1968,graduation,widow,"R$ 73.455,00","7345500,00%",0,0,,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,57
9940,1958,graduation,together,"R$ 64.961,00","6496100,00%",0,1,,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,67
10735,1971,graduation,single,"R$ 22.804,00","2280400,00%",1,0,,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54
9529,1990,graduation,married,"R$ 73.687,00","7368700,00%",0,0,,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,35
6439,1958,graduation,married,"R$ 61.074,00","6107400,00%",0,1,,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,67
7411,1964,phd,married,"R$ 31.686,00","3168600,00%",1,1,2014-05-06,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,61
2176,1972,graduation,married,"R$ 80.134,00","8013400,00%",1,0,,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,53
9265,1953,graduation,married,"R$ 75.027,00","7502700,00%",0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,72
8867,1988,phd,married,"R$ 67.546,00","6754600,00%",0,0,,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,37
8932,1969,master,together,"R$ 65.176,00","6517600,00%",0,1,,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,56
10236,1975,master,single,"R$ 31.160,00","3116000,00%",1,0,,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,50
6340,1985,graduation,single,"R$ 29.938,00","2993800,00%",1,0,,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,40
10089,1974,graduation,divorced,"R$ 102.692,00","10269200,00%",0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,51
2227,1958,2n cycle,together,"R$ 26.490,00","2649000,00%",0,0,,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,67
10992,1967,graduation,together,"R$ 75.702,00","7570200,00%",1,1,,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,58
5304,1974,phd,single,"R$ 30.899,00","3089900,00%",1,0,,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,51
309,1961,phd,together,"R$ 63.342,00","6334200,00%",0,1,,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,64
3406,1964,graduation,single,"R$ 45.989,00","4598900,00%",0,1,,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,61
2661,1964,graduation,single,"R$ 18.701,00","1870100,00%",1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,61
3153,1957,phd,single,"R$ 40.737,00","4073700,00%",2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68
10264,1979,graduation,divorced,"R$ 15.287,00","1528700,00%",1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,46
1184,1968,phd,divorced,"R$ 69.674,00","6967400,00%",0,2,,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,57
4200,1970,master,married,"R$ 44.159,00","4415900,00%",1,0,,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,55
9396,1978,phd,married,"R$ 37.717,00","3771700,00%",1,0,,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,47
2387,1952,master,together,"R$ 43.776,00","4377600,00%",1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,73
6690,1966,master,married,"R$ 38.179,00","3817900,00%",1,1,,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59
1225,1963,graduation,married,"R$ 80.124,00","8012400,00%",0,0,,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62
9703,1970,phd,married,"R$ 38.097,00","3809700,00%",1,1,,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,55
291,1970,graduation,married,"R$ 72.940,00","7294000,00%",0,0,,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,55
4557,1970,graduation,together,"R$ 22.070,00","2207000,00%",1,0,2013-04-10,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,55
2379,1953,graduation,single,"R$ 69.267,00","6926700,00%",0,0,,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,72
5726,1983,master,single,"R$ 31.788,00","3178800,00%",1,0,,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,42
3066,1975,phd,together,"R$ 61.905,00","6190500,00%",0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,50
6336,1960,graduation,married,"R$ 29.315,00","2931500,00%",1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,65
10967,1963,graduation,divorced,"R$ 33.378,00","3337800,00%",1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,62
2304,1963,phd,together,"R$ 66.313,00","6631300,00%",0,1,,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,62
3445,1956,graduation,single,"R$ 60.714,00","6071400,00%",0,0,,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,69
7828,1981,master,together,"R$ 77.882,00","7788200,00%",0,0,,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,44
3762,1986,phd,single,"R$ 69.867,00","6986700,00%",0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,39
4391,1968,master,divorced,"R$ 63.841,00","6384100,00%",0,1,,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,57
4669,1981,basic,married,"R$ 24.480,00","2448000,00%",1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,44
10144,1976,graduation,together,"R$ 51.369,00","5136900,00%",0,1,,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,49
8652,1946,graduation,together,"R$ 37.760,00","3776000,00%",0,0,,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,79
1672,1974,phd,together,"R$ 65.640,00","6564000,00%",0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,51
8962,1975,master,married,"R$ 44.319,00","4431900,00%",1,1,,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,50
9974,1974,graduation,married,"R$ 30.631,00","3063100,00%",1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,51
10983,1952,graduation,together,"R$ 75.278,00","7527800,00%",0,0,,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,73
8148,1956,master,together,"R$ 50.898,00","5089800,00%",1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,69
10102,1966,graduation,widow,"R$ 79.946,00","7994600,00%",0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,59
4697,1949,master,divorced,"R$ 35.416,00","3541600,00%",0,0,,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,76
9262,1984,2n cycle,together,"R$ 32.414,00","3241400,00%",0,0,2013-04-07,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,41
7254,1969,graduation,together,"R$ 38.361,00","3836100,00%",1,0,,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,56
4543,1980,graduation,married,"R$ 82.497,00","8249700,00%",0,0,,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,45
4927,1971,graduation,together,"R$ 16.626,00","1662600,00%",2,0,,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,54
10451,1965,graduation,together,"R$ 29.672,00","2967200,00%",1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,60
2926,1952,master,together,"R$ 55.951,00","5595100,00%",0,1,,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,73
2874,1988,2n cycle,divorced,"R$ 35.388,00","3538800,00%",1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37
9738,1986,master,together,"R$ 42.386,00","4238600,00%",1,0,,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,39
7119,1982,graduation,single,"R$ 68.627,00","6862700,00%",0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,43
3924,1965,phd,divorced,"R$ 57.912,00","5791200,00%",0,1,,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,60
5827,1958,graduation,divorced,"R$ 35.246,00","3524600,00%",1,1,,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,67
5596,1956,2n cycle,together,"R$ 58.821,00","5882100,00%",0,1,2013-12-10,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,69
10812,1978,phd,married,"R$ 46.377,00","4637700,00%",1,0,2014-01-03,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,47
1717,1988,graduation,single,"R$ 39.747,00","3974700,00%",1,0,,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,37
9491,1984,graduation,together,"R$ 23.976,00","2397600,00%",1,0,,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,41
9274,1961,master,married,"R$ 80.950,00","8095000,00%",0,0,,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,64
6609,1966,graduation,widow,"R$ 27.038,00","2703800,00%",0,0,,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,59
6963,1947,graduation,single,"R$ 77.457,00","7745700,00%",0,0,2014-05-03,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,78
4440,1964,master,married,"R$ 64.100,00","6410000,00%",0,1,2013-10-09,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,61
1379,1992,master,together,"R$ 42.670,00","4267000,00%",0,0,,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,33
10032,1976,graduation,divorced,"R$ 12.571,00","1257100,00%",1,0,,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,49
2826,1967,graduation,married,"R$ 22.574,00","2257400,00%",2,1,,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58
2437,1989,graduation,married,,,0,0,2013-03-06,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,36
6320,1976,master,single,"R$ 70.893,00","7089300,00%",0,0,2013-06-02,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,49
3050,1966,graduation,married,"R$ 54.198,00","5419800,00%",1,1,,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,59
231,1956,master,together,"R$ 28.839,00","2883900,00%",1,1,2014-11-03,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69
2392,1972,graduation,married,"R$ 40.321,00","4032100,00%",1,1,,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53
9478,1985,graduation,single,"R$ 66.503,00","6650300,00%",1,0,,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,40
113,1951,graduation,married,"R$ 30.833,00","3083300,00%",1,1,,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,74
2863,1970,graduation,single,,,1,2,,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,55
1802,1971,graduation,married,"R$ 64.795,00","6479500,00%",0,1,,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,54
520,1974,graduation,married,"R$ 34.421,00","3442100,00%",1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51
8275,1965,phd,divorced,"R$ 47.025,00","4702500,00%",1,1,2014-09-02,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,60
9750,1961,phd,divorced,"R$ 64.325,00","6432500,00%",0,1,2013-07-02,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,64
2607,1953,graduation,single,"R$ 40.464,00","4046400,00%",0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,72
7214,1957,graduation,married,"R$ 62.187,00","6218700,00%",0,0,2013-05-07,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,68
5835,1976,phd,divorced,"R$ 14.849,00","1484900,00%",1,0,2013-02-07,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,49
3896,1984,graduation,married,"R$ 27.255,00","2725500,00%",1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41
10350,1950,phd,married,"R$ 54.432,00","5443200,00%",2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,75
7786,1986,phd,single,"R$ 29.999,00","2999900,00%",1,0,,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,39
2861,1983,graduation,single,"R$ 24.072,00","2407200,00%",1,0,,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42
663,1989,phd,single,"R$ 33.996,00","3399600,00%",0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36
10675,1956,phd,married,"R$ 66.334,00","6633400,00%",0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,69
2521,1971,master,married,"R$ 35.178,00","3517800,00%",1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54
9592,1983,graduation,together,"R$ 22.010,00","2201000,00%",1,0,,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42
10151,1960,graduation,divorced,"R$ 62.204,00","6220400,00%",0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,65
7381,1968,graduation,divorced,"R$ 75.693,00","7569300,00%",0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,57
4099,1972,graduation,married,"R$ 30.675,00","3067500,00%",1,0,2012-12-11,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53
